id,clean_comment,Label_API,Person_1,Person_2,emotion
6150,anh giành bao nhiêu thời gian cho tập đàn vậy anh,other,other,other,other
6151,"xem kênh này vừa có kiến thức động vật vừa nghe giọng hài của mc rất vui 😆, chúc kênh càng có nhiều người xem nhé 👍","enjoyment, other","enjoyment, other","enjoyment, other","enjoyment, other"
6152,chúc dương năm mới đạt một nghìn tỷ để mua thú cưng nhé,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
6153,làm về iguana hoặc chim hồng hạc đi anh 😊,enjoyment,enjoyment,enjoyment,enjoyment
6154,"lúc anh rương bách thú nói câu:"" mình là mc rương biết tuốt ""em còn tưởng mình ở kênh không giới hạn amzing😂","surprise, enjoyment","surprise, enjoyment","surprise, enjoyment","surprise, enjoyment"
6155,em chúc mừng 🎉được 1 triệu subcribe,"surprise, enjoyment","surprise, enjoyment","surprise, enjoyment","surprise, enjoyment"
6156,ngày lào cũng ngồi hóng video của anh lun í. chúc anh lun thành công trong công việc và cuộc sống nha 😄 em sẽ lun ủng hộ những video của anh,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
6157,"năm mới em chúc anh hạnh phúc sức khỏe dồi dào, an khang thịnh vượng vạn sự như ý, làm ăn phát đạt . em chúc channel không giới hạn new sớm đạt được nút kim cương trong năm nay ..... hoặc 1 năm nào đó . mong anh cho em lên tv nhé i love kgh😘","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other"
6158,nhìn mấy con thú cưng cute quá,enjoyment,enjoyment,enjoyment,enjoyment
6159,thú cưng của những giới siêu giàu!!,"surprise, enjoyment","surprise, enjoyment","surprise, disgust, other","surprise, disgust, other"
6160,dịch anh dương nhớ đeo khẩu trang khi ra ngoài nha và đề phòng nữa 🥰,"fear, enjoyment","fear, enjoyment","fear, enjoyment","fear, enjoyment"
6161,ước mơ có còn về núi hihihi,enjoyment,enjoyment,enjoyment,enjoyment
6162,lâu rồi không côi không giới hạn giờ côi vừa hay vừa mắc cười nữa hihi 😆,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
6163,giọng mc hài hước nên xem không bj nhàm chán chúc kênh cóa nhìu người xem nha,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
6164,dương đẹp trai bụi tính dễ thương,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
6165,"xem tiktok 1 ông ả rập nuôi đủ sư tư trắng, hổ trắng, gấu trắng, linh cẩu và đàn hổ con luôn 😅","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
6166,mong quản trị viên luôn cho ra đời những video hay như thế này ❤,enjoyment,enjoyment,enjoyment,enjoyment
6167,làm về trăn anaconda đi anh,"fear, surprise","fear, surprise","fear, surprise","fear, surprise"
6168,em tuy nhỏ nhưng khi xem video của anh em vẫn cười há hốc mồm:)),"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
6169,anh rương thật hài hước 🌹,enjoyment,enjoyment,enjoyment,enjoyment
6170,"mình công nhận cuốn này có cái hay riêng . nhưng dành cho bạn nào tìm hiểu đã phương pháp wyckof - vsa từ trước, hiểu được các pha của giai đoạn tích lũy sẽ đọc dễ hiểu hơn . đã đọc là phải chậm, đọc 2-3 lần nhé các bạn . không phải đọc cái trading ngay được đâu:))","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
6171,dịch bệnh giúp việc làm ăn của mình cũng khó khăn vậy các bác cho em hỏi em cũng đang tham khảo về trader và tìm mua một số cuốn sách về trade thì cuốn này có giúp mình trade suôn sẻ không ạ em xin cảm ơn,other,other,other,other
6172,hay đó hoài . cảm ơn traderviet.,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
6173,"cho mình 1 slot nhé,,, mình đã đọc 5 cuốn sách thức chiến thấy rất hay,,, mình cũng mua của finfin","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
6174,anh cho em hỏi là khi mình đạt được taget về lợi nhuận của tháng rồi thì mình có nên tiếp tục trade tiếp không ạ? em cảm ơn ạ,other,other,other,other
6175,5:03 thì cuốn the wyckof methodology in depth (trading and investing course: advanced technical analysis) còn được đánh giá cao hơn luôn,other,other,other,other
6176,anh giới thiệu sách về price action đi anh,other,other,other,other
6177,sách rất hay mà góc bìa hơi nát nha anh em:)),"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
6178,quản trị viên dịch sách của bob volman đi ạ,other,other,other,other
6179,"mình đánh giá cao sách của tom wiliams và garvin holmes hơn, khá trực quan","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
6180,sách này đâu có hình 5 pha của wyckof như nhật hoài đưa đâu nhỉ,"disgust, surprise","disgust, surprise","disgust, surprise","disgust, surprise"
6181,tôi quan tâm!,enjoyment,other,enjoyment,enjoyment
6182,ông nào đọc cuốn này mà hiểu ngay tôi chết liền,"surprise, fear, other","surprise, fear, other","surprise, fear, other","surprise, fear, other"
6183,hóng sách của bốp vôn-man,other,other,other,other
6184,cho em hỏi đây là quyển wykof tập 2 phải không ạ,other,other,other,other
6185,cuốn này hay nhưng mà hình toàn để tiếng anh ông nào dốt tiếng anh gióng xuống hàng time để đọc chú thích dễ loạn lắm,"sadness, disgust, surprise","sadness, disgust, surprise","sadness, disgust, surprise","sadness, disgust, surprise"
6186,cám ơn,other,other,other,other
6187,"nhìn à đẳng bùn thấy tội quá, à đẳng đi nghĩa vụ quân sự chắc team và fan nhớ à lắm","fear, enjoyment, surprise","fear, enjoyment, surprise","fear, enjoyment, surprise","fear, enjoyment, surprise"
6188,"2 năm thôi anh ơi cố lên nhé, bọn em vẫn luôn đợi anh về ❤😊","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
6189,"2 năm qua nhanh thôi cố lên nha ank đẳng, mong mọi người luôn ủng hộ ank, vì đất nước, mãi là fan ank ❤","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other","enjoyment, surprise, other"
6190,hai năm thôi anh ơi cố lên em xin chúc cả team không rời xa nhau nữa 😂,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
6191,cố lên anh đẳng ơi cả team sẽ đợi anh mong anh đừng buồn nha anh đẳng😊❤,"enjoyment, other","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
6192,thấy đẳng khóc mà mình cũng khóc lun á . nhã hát hay quá😊,"enjoyment, sadness","enjoyment, sadness","enjoyment, surprise","enjoyment, surprise"
6193,thấy đẳng buồn quá trời đẳng đi chắc cả taem buồn lắm thấy đẳng buồn mà em muốn khóc luôn chúc anh đẳng đi nghĩ vụ vui vẻ sớm về với taem cố lên anh nhé ❤😊,"sadness, enjoyment, other","sadness, enjoyment, other","sadness, enjoyment, other","sadness, enjoyment, other"
6194,tội nghiệp anh đẳng quá cả team luôn nhớ đến anh và cả tụi em 😔,"sadness, other","sadness, other","sadness, other","sadness, other"
6195,cố lên đka đẳng ui 2 năm thôi mong rằng đka sẽ ổn và sẽ nhớ đến team☺️️,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
6196,"đẳng ơi 2năm thôi cố lên anh em sẽ đợi đẳng, mạnh khỏe nha🙁😉","sadness, enjoyment, other","sadness, enjoyment, other","sadness, enjoyment, other","sadness, enjoyment, other"
6197,nghe tin anh đẳng đi nghĩa vụ mà khóc luôn á😢,"sadness, surprise","sadness, surprise","sadness, surprise","sadness, surprise"
6198,nhìn mặt đẳng buồn thương thế 😢,"sadness, disgust","sadness, disgust, other","sadness, disgust","sadness, disgust"
6199,hai năm thôi anh ơi chúng em mãi đợi anh😢,"sadness, other","sadness, other","sadness, other","sadness, other"
6200,"nhìn à đẳng bùn thấy tội quá, chúc à đi nghĩ vụ bình an 😢","sadness, disgust, other","sadness, disgust, other","sadness, disgust, other","sadness, disgust, other"
6201,"nhìn anh đẳng tội kìa, anh em của anh sẽ chờ anh về nha anh đẳng🥺, chúc à đi nghĩ vụ thành công 😟😌","sadness, enjoyment, surprise","sadness, enjoyment, surprise","sadness, enjoyment, surprise","sadness, enjoyment, surprise"
6202,"anh đẳng đi nghĩa vụ quân sự em buồn quá, bọn em sẽ chờ anh😢","sadness, other","sadness, other","sadness, other","sadness, other"
6203,buồn quá chúc anh đẳng đi nghĩa vụ bình an quay về sớm quay video với team😢,"sadness, disgust","sadness, disgust, other","sadness, fear, other","sadness, fear, other"
6204,vui lên anh đẳng ơi tụi em luôn đứng ở phía sau anh mà 😭,"sadness, enjoyment","sadness, enjoyment","sadness, enjoyment","sadness, enjoyment"
6205,"tội đẳng quá đi, đi nghĩa vụ vui nha anh đẳng😢","sadness, other","sadness, other","sadness, other","sadness, other"
6206,tội à quá😢 cố lên nhá ah❤,"sadness, anger, other","sadness, anger, other","sadness, anger, other","sadness, anger, other"
6207,😂❤buồn cười quá😊,"sadness, enjoyment","sadness, enjoyment","sadness, enjoyment","sadness, enjoyment"
6208,món ăn thử thách 🍽: 🌶🍭🌽🍗🍟🍋 kẹo mắt,"surprise, enjoyment, other","surprise, enjoyment, other","surprise, enjoyment, other","surprise, enjoyment, other"
6209,hay quá.,enjoyment,enjoyment,enjoyment,enjoyment
6210,làn ăn đầu tiên là ớt sừng đâu có cay đâu làm quá ố dè 😂❤ nhưng vẫn hay ,"enjoyment, surprise","enjoyment, surprise","enjoyment, surprise","enjoyment, surprise"
6211,"em sẽ chấm điểm cho con diều: diều rắn dải nhất, doraemon dải nhì, hello kity dải bét",other,other,other,other
6212,đầu tư nhiều dữ.,other,other,other,other
6213,cái mắt của anh ở giữa á,"surprise, other","surprise, other","surprise, other","surprise, other"
6214,nhìn tòa án với những gương mặt chanh án kinh tởm quá,"fear, disgust, surprise","fear, disgust, surprise","fear, disgust, surprise","fear, disgust, surprise"
6215,tòa tuyên án mà người dân không phục là phiên tòa ấy đại diện cho nguyện vọng của ai . có ai phục không . tại sao lại không phục??? không phục,"anger, disgust, fear, other","anger, disgust, fear, other","anger, disgust, fear, other","anger, disgust, fear, other"
6216,nó là cha đẻ mà bỏ qua nhiều lỗi thế . nó làm thinh cho con vợ nó . làm bàn đạp .... dẫn đến chết cháu nhỏ . chưa thỏa đáng.,"sadness, anger, disgust, fear","sadness, anger, disgust, fear","sadness, anger, disgust, fear","sadness, anger, disgust, fear"
6217,"bạn tôi mua đồ ăn trộm mà 7 năm, gia đình rất nghèo thật tội","sadness, disgust, fear","sadness, disgust, other","sadness, disgust, other","sadness, disgust, other"
